SID,NAME,BASIN
1995302N17174,BRIAN,WP
1995310N09096,UNNAMED,NI
1995314N25186,COLLEEN,EP
1995319S05092,AGNIELLE:DARYL,SI
1995323N05097,UNNAMED,NI
1995334N09129,UNNAMED,WP
1995336S10106,EMMA,SI
1995340S10116,FRANK,SI
1995341N08115,UNNAMED,WP
1995348S15135,GERTIE,SI
1995357N07139,DAN,WP
1995363S17051,UNNAMED,SI
1996001S08075,BONITA,SI
1996002S15133,BARRY,SI
1996007S10100,CORYNA:HUBERT,SI
1996015S18182,YASI,SP
1996021S16152,CELESTE,SP
1996025S14125,ISOBEL,SI
1996026S14143,JACOB,SP
1996032N10150,UNNAMED,WP
1996037S09095,UNNAMED,SI
1996042S13139,DENNIS,SP
1996043S07053,DOLORESSE,SI
1996046S14087,UNNAMED,SI
1996049S10068,EDWIGE,SI
1996049S13042,DOLORESSE,SI
1996054N04149,UNNAMED,WP
1996057S12074,FLOSSY,SI
1996058N06137,UNNAMED,WP
1996064S12155,ATU,SP
1996066S17129,KIRSTY,SI
1996067S16138,ETHEL,SP
1996069S21166,ZAKA,SP
1996071S25177,ZAKA,SP
1996078S12072,GUYLIANNE,SI
1996079S12170,BETI,SP
1996090N04150,ANN,WP
1996093S16074,HANSELLA,SI
1996095S09133,OLIVIA,SI
1996098S13085,ITELLE,SI
1996103S12129,UNNAMED,SI
1996116N08114,UNNAMED,WP
1996122N08092,UNNAMED,NI
1996122S05093,JENNA,SI
1996128N07138,BART,WP
1996134N11246,UNNAMED,EP
1996137N13111,CAM,WP
1996137N13251,UNNAMED,EP
1996161N17063,UNNAMED,NI
1996163N08088,UNNAMED,NI
1996167N16072,UNNAMED,NI
1996170N27282,ARTHUR,
1996172N13261,ALMA,EP
1996179N13266,BORIS,EP
1996184N09271,CRISTINA,EP
1996186N19156,DAN,WP
1996187N10326,BERTHA,
1996187N17251,UNNAMED,EP
1996190S07096,LINDSAY,SI
1996192N19152,EVE,WP
1996201N07137,GLORIA,WP
1996202N17115,FRANKIE,WP
1996203N12152,HERB,WP
1996207N12297,CESAR,
1996208N20165,JOY,WP
1996208N24084,UNNAMED,NI
1996209N12144,IAN,WP
1996210N05156,KIRK,WP
1996211N13270,DOUGLAS,EP
1996217N16111,LISA,WP
1996223N29158,UNNAMED,WP
1996225N23108,MARTY,WP
1996227N08156,NIKI,WP
1996227N15176,ORSON,WP
1996227N30177,UNNAMED,WP
1996228S05084,UNNAMED,SI
1996232N17280,DOLLY,
1996232N21170,PIPER,WP
1996233N12340,EDOUARD,
1996237N14339,FRAN,
1996238N27155,UNNAMED,WP
1996239N13337,GUSTAV,
1996240N22168,RICK,WP
1996244N13257,ELIDA,EP
1996246N08148,SALLY,WP
1996247S09084,UNNAMED,SI
1996248N15319,HORTENSE,
1996250N08148,UNNAMED,WP
1996252N11162,TOM,WP
1996254N13138,VIOLET,WP
1996254N14258,FAUSTO,EP
1996260N14217,UNNAMED,EP
1996260N19107,WILLIE,WP
1996261N08184,YATES,EP
1996265N06154,UNNAMED,WP
1996268N15140,ZANE,WP
1996269N09337,ISIDORE,
1996272N16250,GENEVIEVE,EP
1996274N13261,HERNAN,EP
1996275N15082,UNNAMED,NI
1996279N23264,JOSEPHINE,
1996282N11162,ABEL:BETH,WP
1996283N12133,BETH,WP
1996284N09158,UNNAMED,WP
1996286N17274,KYLE,
1996288N09092,UNNAMED,NI
1996289N13280,LILI,
1996289S05093,ANTOINETTE,SI
1996291N17168,CARLO,WP
1996296N09093,UNNAMED,NI
1996299N11121,UNNAMED,WP
1996302S07095,BELLAMINE:MELANIE,SI
1996303N07155,ERNIE,WP
1996305N11121,UNNAMED,WP
1996306N15097,UNNAMED,NI
1996307N09154,DALE,WP
1996309N21175,UNNAMED,WP
1996312N13251,UNNAMED,EP
1996312N14125,ERNIE,WP
1996318N33146,DALE,WP
1996319N11283,MARCO,
1996324S04164,CYRIL,SP
1996325S08104,CHANTELLE:DANIELLA,SI
1996328N08151,UNNAMED,WP
1996332N09092,UNNAMED,NI
1996339S03094,ELVINA,SI
1996346S09129,NICHOLAS,SI
1996348N04104,UNNAMED,WP
1996348S09108,OPHELIA,SI
1996353N05151,FERN,WP
1996354S05170,FERGUS,SP
1996356N08110,GREG,WP
1996357S10136,PHIL,SP
1996361S12060,FABRIOLA,SI
1996364N17145,UNNAMED,WP
1996365S15137,RACHEL,SP
1997001S10176,DRENA,SP
1997008S16093,UNNAMED,SI
1997009S16188,EVAN,SP
1997011N04176,HANNAH,WP
1997013S08101,HELINDA:PANCHO,SI
1997018S10074,ILETTA,SI
1997018S11059,GRETELLE,SI
1997021S16172,FREDA,SP
1997032S17055,JOSIE,SI
1997039S10155,GILLIAN,SP
1997042S13096,KARLETTE,SI
1997045S11163,HAROLD,SP
1997048S12103,UNNAMED,SI
1997053S12142,ITA,SP
1997053S16206,UNNAMED,SP
1997054S18201,UNNAMED,SP
1997056S15041,LISETTE,SI
1997061S08171,GAVIN,SP
1997062S16158,JUSTIN,SP
1997071S13176,HINA,SP
1997099N06153,ISA,WP
1997105S10168,IAN,SP
1997108N05168,JIMMY,WP
1997118S09166,JUNE,SP
1997124N03171,KELLY,WP
1997125S08079,RHONDA,SI
1997133N03092,UNNAMED,NI
1997143N17111,LEVI,WP
1997146N09161,MARIE,WP
1997147S12168,UNNAMED,SP
1997152N06171,NESTOR,WP
1997152N10265,ANDRES,EP
1997152N29283,UNNAMED,
1997156S11192,KELI,SP
1997161N14266,BLANCA,EP
1997165N12139,OPAL,WP
1997167N06162,PETER,WP
1997173N14243,UNNAMED,EP
1997176N16252,CARLOS,EP
1997177N21090,UNNAMED,NI
1997181N14250,UNNAMED,EP
1997182N32283,ANA,
1997187N13250,DOLORES,EP
1997192N30290,BILL,
1997193N09248,ENRIQUE,EP
1997194N31286,CLAUDETTE,
1997196N08142,ROSIE,WP
1997196N10251,FELICIA,EP
1997198N12309,UNNAMED,
1997198N27267,DANNY,
1997199S04079,UNNAMED,SI
1997201N24152,SCOTT,WP
1997202N04152,TINA,WP
1997207N11198,UNNAMED,EP
1997210N15120,VICTOR,WP
1997210N21089,UNNAMED,NI
1997212N11265,GUILLERMO,EP
1997216N20091,UNNAMED,NI
1997217N06168,WINNIE,WP
1997221N03179,YULE,WP
1997222N11246,HILDA,EP
1997225N09186,UNNAMED,EP
1997229N19242,IGNACIO,EP
1997232N14136,AMBER,WP
1997232N17115,ZITA,WP
1997232N20088,UNNAMED,NI
1997236N10172,BING,WP
1997238N11227,JIMENA,EP
1997238N19112,CASS,WP
1997240N12193,OLIWA,EP
1997240N20087,UNNAMED,NI
1997246N11316,ERIKA,
1997247N18248,KEVIN,EP
1997252N10171,DAVID,WP
1997253N12255,LINDA,EP
1997256N14227,MARTY,EP
1997259N13258,NORA,EP
1997261N13114,FRITZ,WP
1997262N22184,ELLA,EP
1997263N14084,UNNAMED,NI
1997265N10175,GINGER,WP
1997270N11265,OLAF,EP
1997270N18111,HANK,WP
1997273N13151,UNNAMED,WP
1997277S04170,LUSI,SP
1997278N24296,FABIAN,
1997279N12263,PAULINE,EP
1997279N14221,UNNAMED,EP
1997283N07177,IVAN,WP
1997284N04179,JOAN,WP
1997288N20291,GRACE,
1997296N07176,UNNAMED,WP
1997297S11177,UNNAMED,SP
1997298N06140,LINDA,WP
1997299N07169,KEITH,WP
1997301N09202,UNNAMED,EP
1997302S08199,MARTIN,SP
1997307N08082,UNNAMED,NI
1997308N08069,UNNAMED,NI
1997311N09258,RICK,EP
1997311N10151,MORT,WP
1997319S09180,NUTE,SP
1997326S09203,OSEA,SP
1997333N06194,PAKA,EP
1997336S09195,PAM,SP
1997355S05189,SUSAN,SP
1997359S12129,SID,SI
1997360S12111,SELWYN,SI
1998001S09195,RON,SP
1998002S14151,KATRINA,SP
1998016S12043,UNNAMED,SI
1998022S15125,TIFFANY,SI
1998022S15143,LES,SP
1998025S12185,TUI,SP
1998030S13194,VELI,SP
1998030S14208,URSULA,SP
1998031S12187,WES,SP
1998032S18036,BELTANE,SI
1998036S13066,ANACELLE,SI
1998036S13135,CINDY:VICTOR,SP
1998045S17042,UNNAMED,SI
1998046S19070,UNNAMED,SI
1998056S14139,MAY,SP
1998064S09093,ELSIE,SI
1998064S13061,DONALINE,SI
1998073S11065,FIONA,SI
1998076S11170,YALI,SP
1998079S10145,NATHAN,SP
1998087S15172,ZUMAN,SP
1998096S13071,GEMMA,SI
1998096S16077,UNNAMED,SI
1998106S09135,UNNAMED,SP
1998107S11084,UNNAMED,SI
1998108S10203,ALAN,SP
1998120S16220,BART,SP
1998133N04086,UNNAMED,NI
1998147N11061,UNNAMED,NI
1998152N11075,UNNAMED,NI
1998161N09261,AGATHA,EP
1998165N18088,UNNAMED,NI
1998169N12265,UNNAMED,EP
1998173N08266,BLAS,EP
1998187N17132,UNNAMED,WP
1998188N18117,NICHOLE,WP
1998197N13259,CELIA,EP
1998201S05086,UNNAMED,SI
1998203N11253,DARBY,EP
1998204N17144,UNNAMED,WP
1998209N11335,ALEX,
1998210N14263,ESTELLE,EP
1998213N14128,OTTO,WP
1998216N09260,FRANK,EP
1998217N10130,PENNY,WP
1998222N09257,GEORGETTE,EP
1998228N13218,UNNAMED,EP
1998230N11267,HOWARD,EP
1998232N15312,BONNIE,
1998233N18115,UNNAMED,WP
1998233N25268,CHARLEY,
1998235N17131,REX,WP
1998236N13326,DANIELLE,
1998242N14252,ISIS,EP
1998243N23122,UNNAMED,WP
1998244N22267,EARL,
1998249N16256,JAVIER,EP
1998252N26266,FRANCES,
1998253N17150,STELLA,WP
1998254N20116,UNNAMED,WP
1998258N19126,TODD,WP
1998259N10335,GEORGES,
1998259N17118,VICKI,WP
1998260N16110,UNNAMED,WP
1998261N27270,HERMINE,
1998262N13333,IVAN,
1998262N20137,WALDO,WP
1998264N10343,JEANNE,
1998267N13134,YANNI,WP
1998267N33295,KARL,
1998271S05084,UNNAMED,SI
1998272N18068,UNNAMED,NI
1998274N19254,UNNAMED,EP
1998275N12113,UNNAMED,WP
1998277N24122,UNNAMED,WP
1998278N14314,LISA,
1998278N28126,UNNAMED,WP
1998279S10092,ZELIA,SI
1998280N14069,UNNAMED,NI
1998281N11151,ZEB,WP
1998283N13149,UNNAMED,WP
1998283N13268,MADELINE,EP
1998284N13243,KAY,EP
1998285N12149,BABS,WP
1998285N14068,UNNAMED,NI
1998287N16083,UNNAMED,NI
1998288N11268,LESTER,EP
1998295N12284,MITCH,
1998299N11090,UNNAMED,NI
1998310S10096,ALISON,SI
1998315N09116,CHIP,WP
1998317N11087,UNNAMED,NI
1998320N10102,UNNAMED,WP
1998321N11117,DAWN,WP
1998327N09126,ELVIS,WP
1998328N28332,NICOLE,
1998335S12138,THELMA,SP
1998336S13120,BILLY,SI
1998342N06141,FAITH,WP
1998343N08114,GIL,WP
1998346N10072,UNNAMED,NI
1998348S17156,UNNAMED,SP
1998351N11125,UNNAMED,WP
1998353N13113,UNNAMED,WP
1998355S14187,CORA,SP
1998355S20210,UNNAMED,SP
1998357S11101,CATHY,SI
1999003N05114,UNNAMED,WP
1999005S21040,UNNAMED,SI
1999013S13164,DANI,SP
1999015S20036,ALDA,SI
1999020S17158,OLINDA,SP
1999021S13113,BIRENDA:DAMIEN,SI
1999021S15149,PETE,SP
1999024S11138,UNNAMED,SP
1999029S14096,CHIKITA,SI
1999031N08092,UNNAMED,NI
1999033S14118,UNNAMED,SI
1999040S13160,ELLA,SP
1999040S15147,RONA,SP
1999043S18038,UNNAMED,SI
1999045N11138,IRIS,WP
1999048S21152,FRANK,SP
1999056S20035,UNNAMED,SI
1999057S22203,GITA,SP
1999060S10089,DAVINA,SI
1999062S12121,UNNAMED,SI
1999070S19206,HALI,SP
1999071S15087,UNNAMED,SI
1999074S13118,ELAINE,SI
1999074S13132,VANCE,SI
1999079S16100,UNNAMED,SI
1999084S12119,EVRINA:FREDERIC,SI
1999092S11131,GWENDA,SI
1999096N10136,UNNAMED,WP
1999107S12090,HAMISH,SI
1999111N08126,KATE,WP
1999116N14114,LEO,WP
1999135N12073,UNNAMED,NI
1999140S16157,UNNAMED,SP
1999151N09132,MAGGIE,WP
1999155N15117,UNNAMED,WP
1999159N18091,UNNAMED,NI
1999163N27302,ARLENE,
1999168N19086,UNNAMED,NI
1999169N13264,ADRIAN,EP
1999184N20265,UNNAMED,
1999189N12263,BEATRIZ,EP
1999191N26129,UNNAMED,WP
1999193N16269,UNNAMED,EP
1999195N24156,UNNAMED,WP
1999201N25134,UNNAMED,WP
1999202N10241,UNNAMED,EP
1999203N17129,NEIL,WP
1999204N17117,UNNAMED,WP
1999205N11254,CALVIN,EP
1999208N06139,OLGA,WP
1999208N14234,UNNAMED,EP
1999208N21089,UNNAMED,NI
1999213N12144,PAUL,WP
1999217N11265,DORA,EP
1999218N12241,EUGENE,EP
1999218N21116,RACHEL,WP
1999219N21089,UNNAMED,NI
1999219N25142,UNNAMED,WP
1999225N12247,UNNAMED,EP
1999228N10252,FERNANDA,EP
1999228N31128,UNNAMED,WP
1999230N12129,SAM,WP
1999231N14341,CINDY,
1999231N20266,BRET,
1999231N30181,TANYA,EP
1999233N32152,UNNAMED,WP
1999234N16251,UNNAMED,EP
1999235N27140,VIRGIL,WP
1999236N12306,EMILY,
1999236N22292,DENNIS,
1999241N12133,WENDY,WP
1999248N17256,GREG,EP
1999249N22264,UNNAMED,
1999251N15314,FLOYD,
1999253N17124,YORK,WP
1999254N18142,ZIA,WP
1999255N13336,GERT,
1999258N25128,ANN,WP
1999260N15255,HILARY,EP
1999260N20130,BART,WP
1999262N25272,HARVEY,
1999266N18113,CAM,WP
1999275N16135,DAN,WP
1999277N20266,UNNAMED,
1999279N14315,UNNAMED,
1999281N16255,IRWIN,EP
1999286N16278,IRENE,
1999288N12129,EVE,WP
1999288N15093,UNNAMED,NI
1999291N10309,JOSE,
1999298N12099,UNNAMED,NI
1999302N11279,KATRINA,
1999309N18147,UNNAMED,WP
1999310N09138,FRANKIE,WP
1999315N13127,GLORIA,WP
1999318N17278,LENNY,
1999334N11118,UNNAMED,WP
1999342N08116,UNNAMED,WP
1999342N10089,UNNAMED,NI
1999343S09095,ILSA,SI
1999343S11123,JOHN,SI
1999348N12115,UNNAMED,WP
1999357S08076,ASTRIDE,SI
2000003S13082,BABIOLA,SI
2000006S15164,IRIS,SP
2000018S15190,UNNAMED,SP
2000019S11127,UNNAMED,SI
2000023S15172,JO,SP
2000024S12100,KIRRILY,SI
2000025S15056,CONNIE,SI
2000031S11074,DAMIENNE,SI
2000032S11116,ELINE:LEONE,SI
2000045S14100,MARCIA,SI
2000050S13078,FELICIA,SI
2000055S23227,KIM,SP
2000056S17152,STEVE,SP
2000058S14063,GLORIA,SI
2000060S12086,UNNAMED,SI
2000060S17123,NORMAN,SI
2000064S19209,LEO,SP
2000067S15189,MONA,SP
2000075S17119,OLGA,SI
2000083S17102,HUDAH,SI
2000088N08090,UNNAMED,NI
2000089S20168,VAUGHAN,SP
2000091S14156,TESSI,SP
2000099S28037,UNNAMED,SI
2000102S13128,PAUL,SI
2000103S10095,INNOCENTE,SI
2000104S17182,NEIL,SP
2000105S09127,ROSITA,SI
2000125N06136,DAMREY,WP
2000138N16119,LONGWANG,WP
2000141N18116,UNNAMED,WP
2000142N12262,ALETTA,EP
2000150N11117,UNNAMED,WP
2000160N21267,UNNAMED,
2000164N12256,BUD,EP
2000169N17114,UNNAMED,WP
2000170N10268,CARLOTTA,EP
2000175N09340,UNNAMED,
2000184N13133,KIROGI,WP
2000185N15117,KAI-TAK,WP
2000187N12245,UNNAMED,EP
2000193N10131,UNNAMED,WP
2000196N16122,UNNAMED,WP
2000199N20145,TEMBIN,WP
2000201N11224,UPANA,EP
2000202N12131,BOLAVEN,WP
2000203N17249,UNNAMED,EP
2000205N10260,DANIEL,EP
2000206N11266,EMILIA,EP
2000209N06182,CHANCHU,EP
2000214N22155,JELAWAT,WP
2000214S06080,UNNAMED,SI
2000215N15254,FABIO,EP
2000217N11342,ALBERTO,
2000217N12260,GILMA,EP
2000220N24149,UNNAMED,WP
2000222N14143,EWINIAR,WP
2000222N28286,UNNAMED,
2000223N18257,HECTOR,EP
2000226N16258,ILEANA,EP
2000227N23267,BERYL,
2000228N31180,WENE,WP
2000230N08139,BILIS,WP
2000230N30169,UNNAMED,WP
2000231N14308,CHRIS,
2000232N12116,KAEMI,WP
2000233N12316,DEBBY,
2000236N17084,UNNAMED,NI
2000237N08138,PRAPIROON,WP
2000240N22115,MARIA,WP
2000241N15223,JOHN,EP
2000244N13229,KRISTY,EP
2000245N14157,SAOMAI,WP
2000246N15315,ERNESTO,
2000248N17117,WUKONG,WP
2000248N18126,BOPHA,WP
2000249N15258,LANE,EP
2000253N28267,UNNAMED,
2000255N31289,FLORENCE,
2000258N22138,SONAMU,WP
2000259N20273,GORDON,
2000260N15178,SHANSHAN,WP
2000260N15308,HELENE,
2000260N19253,MIRIAM,EP
2000264N17257,NORMAN,EP
2000266N12337,ISAAC,
2000270N11330,JOYCE,
2000272N24165,UNNAMED,WP
2000273N16277,KEITH,
2000277N15257,OLIVIA,EP
2000279N29279,LESLIE,
2000281N11111,UNNAMED,WP
2000289N15089,UNNAMED,NI
2000290N30289,MICHAEL,
2000294N26300,NADINE,
2000295N20146,YAGI,WP
2000299N08139,XANGSANE,WP
2000299N10252,PAUL,EP
2000299N13093,UNNAMED,NI
2000299N22291,UNNAMED,
2000305N06136,BEBINCA,WP
2000309N10270,ROSA,EP
2000313N18126,UNNAMED,WP
2000315S08083,UNNAMED,SI
2000331N09092,UNNAMED,NI
2000332N08133,RUMBIA,WP
2000333S11140,SAM,SP
2000334N08130,RUMBIA,WP
2000349S23190,UNNAMED,SP
2000358N08086,UNNAMED,NI
2000364N07130,SOULIK,WP
2000366S09068,ANDO,SI
2001003S09091,BINDU,SI
2001005S12136,UNNAMED,SP
2001018S12086,CHARLY,SI
2001028S15128,TERRI,SI
2001031S13072,UNNAMED,SI
2001039S11139,WINSOME,SP
2001039S13117,VINCENT,SI
2001045S14142,WYLVA,SP
2001047N09134,UNNAMED,WP
2001047S17157,UNNAMED,SP
2001049S17198,OMA,SP
2001054S15155,ABIGAIL,SP
2001056S11163,PAULA,SP
2001060S19223,RITA,SP
2001064S10052,DERA,SI
2001091S11111,WALTER,SI
2001091S13094,UNNAMED,SI
2001093S10062,EVARISTE,SI
2001094S12172,SOSE,SP
2001106N04138,UNNAMED,WP
2001106S08137,ALISTAIR,SP
2001125N05129,CIMARON,WP
2001141N14068,UNNAMED,NI
2001146N14259,ADOLPH,EP
2001157N28265,ALLISON,
2001163N20087,UNNAMED,NI
2001170N11138,CHEBI,WP
2001171N12234,BARBARA,EP
2001171S35037,UNNAMED,SI
2001180N15118,DURIAN,WP
2001181N08141,UTOR,WP
2001189N13130,TRAMI,WP
2001192N21177,UNNAMED,WP
2001193N11318,UNNAMED,
2001194N15252,COSME,EP
2001202N11266,DALILA,EP
2001202N14243,ERICK,EP
2001202N23152,KONG-REY,WP
2001204N19127,YUTU,WP
2001206N14134,TORAJI,WP
2001212N10158,MAN-YI,WP
2001213N18139,UNNAMED,WP
2001215N26275,BARRY,
2001220N17118,USAGI,WP
2001225N18146,PABUK,WP
2001227N13323,CHANTAL,
2001228N15118,UNNAMED,WP
2001235N17225,UNNAMED,EP
2001235N18296,DEAN,
2001236N21161,UNNAMED,WP
2001238N16139,WUTIP,WP
2001238N18162,SEPAT,WP
2001238N19252,FLOSSIE,EP
2001239N19116,FITOW,WP
2001245N13326,ERIN,
2001246N19156,DANAS,WP
2001247N15237,GIL,EP
2001248N17251,HENRIETTE,EP
2001248N23125,NARI,WP
2001251N14332,FELIX,
2001253N13213,UNNAMED,EP
2001254N15261,IVO,EP
2001255N26276,GABRIELLE,
2001259N20138,VIPA,WP
2001260N14167,FRANCISCO,WP
2001263N13278,UNNAMED,
2001264N13269,JULIETTE,EP
2001264N21126,LEKIMA,WP
2001265N16244,KIKO,EP
2001265N25296,HUMBERTO,
2001266N10217,UNNAMED,EP
2001267N17070,UNNAMED,NI
2001275N12258,LORENA,EP
2001276N13146,KROSA,WP
2001276N14240,UNNAMED,EP
2001277S10082,UNNAMED,SI
2001278N12302,IRIS,
2001280N11309,JERRY,
2001281N18071,UNNAMED,NI
2001284N14261,MANUEL,EP
2001284N16132,HAIYAN,WP
2001284N28297,KAREN,
2001288N13084,UNNAMED,NI
2001291N05158,PODUL,WP
2001294N11235,NARDA,EP
2001298S07098,ALEX:ANDRE,SI
2001301N27325,LORENZO,
2001303N13276,MICHELLE,
2001304N12237,OCTAVE,EP
2001308N34310,NOEL,
2001309N10130,LINGLING,WP
2001313N12084,UNNAMED,NI
2001320S11146,UNNAMED,SP
2001321N07148,UNNAMED,WP
2001323N05107,UNNAMED,WP
2001324S12081,UNNAMED,SI
2001327N31309,OLGA,
2001329S06095,BAKO:BESSI,SI
2001334S21200,TRINA,SP
2001338N10130,KAJIKI,WP
2001345N05155,UNNAMED,WP
2001347N04162,FAXAI,WP
2001357S14203,VICKY,SP
2001361N01106,VAMEI,WP
2001363S10185,WAKA,SP
2001364S19036,CYPRIEN,SI
2001365S12138,BERNIE,SP
2002001S09165,UNNAMED,SP
2002008N07141,TAPAH,WP
2002015S20159,UNNAMED,SP
2002017S07078,DINA,SI
2002023S10089,EDDY,SI
2002030S13093,FRANCESCA,SI
2002033S13121,CHRIS,SI
2002040S14130,UNNAMED,SI
2002042S20156,CLAUDIA,SP
2002045S18049,GUILLAUME,SI
2002054S17176,UNNAMED,SP
2002057N06156,MITAG,WP
2002062S15154,DES,SP
2002063S11066,HARY,SI
2002073S16161,UNNAMED,SP
2002078N04138,UNNAMED,WP
2002081S08084,IKALA,SI
2002096N11155,UNNAMED,WP
2002096S10103,DIANNE:JERY,SI
2002098S07133,BONNIE,SI
2002122S07063,KESINY,SI
2002126N09068,UNNAMED,NI
2002128S05097,ERROL,SI
2002129N08096,UNNAMED,NI
2002133N03150,HAGIBIS,WP
2002143S07157,UPIA,SP
2002145N11259,ALMA,EP
2002146N17113,UNNAMED,WP
2002155N20112,NOGURI,WP
2002160N16258,BORIS,EP
2002178N04155,CHATAAN,WP
2002178N10139,RAMMASUN,WP
2002179N12238,UNNAMED,EP
2002187N11160,HALONG,WP
2002189N21116,NAKRI,WP
2002191N12260,CRISTINA,EP
2002195N11172,FENGSHEN,WP
2002196N34283,ARTHUR,
2002198N09182,KALMAEGI,EP
2002199N08130,UNNAMED,WP
2002200N21150,FUNG-WONG,WP
2002202N13254,DOUGLAS,EP
2002204N12263,ELIDA,EP
2002214N19120,KAMMURI,WP
2002215N34140,UNNAMED,WP
2002217N29272,BERTHA,
2002218N13241,UNNAMED,EP
2002218N32283,CRISTOBAL,
2002222N09163,PHANFONE,WP
2002222N11131,UNNAMED,WP
2002227N14115,VONGFONG,WP
2002234N11221,ALIKA,EP
2002234N13253,FAUSTO,EP
2002234N14164,RUSA,WP
2002237N10202,ELE,EP
2002238N15250,GENEVIEVE,EP
2002240N16155,SINLAKU,WP
2002242N10329,DOLLY,
2002242N14257,HERNAN,EP
2002245N29281,EDOUARD,
2002247S03067,ABAIMBA,SI
2002249N19253,UNNAMED,EP
2002249N28266,FAY,
2002251N24313,UNNAMED,
2002252N20121,HAGUPIT,WP
2002252N29289,GUSTAV,
2002255N26273,HANNA,
2002258N10300,ISIDORE,
2002258N15256,ISELLE,EP
2002261N33308,JOSEPHINE,
2002263N22139,CHANGMI,WP
2002264N13114,MEKKHALA,WP
2002264N28308,KYLE,
2002265N10315,LILI,
2002268N15163,HIGOS,WP
2002268N15258,JULIO,EP
2002281N10163,UNNAMED,WP
2002282N10156,BAVI,WP
2002288N17277,UNNAMED,
2002289N18162,UNNAMED,WP
2002291N13177,UNNAMED,WP
2002295N11261,KENNA,EP
2002295N14082,UNNAMED,NI
2002296N11230,LOWELL,EP
2002297N09206,HUKO,EP
2002298N17169,MAYSAK,WP
2002307S07070,ATANG,SI
2002314N12083,UNNAMED,NI
2002318N15250,UNNAMED,EP
2002319S06078,BOURA,SI
2002323N09155,HAISHEN,WP
2002327N10089,UNNAMED,NI
2002335N05166,PONGSONA,WP
2002335S13182,YOLANDE,SP
2002355N04077,UNNAMED,NI
2002356S07070,CRYSTAL,SI
2002358S08185,ZOE,SP
2002359S03089,UNNAMED,SI
2002364S16045,DELFINA,SI
2003004S10136,UNNAMED,SP
2003007S10072,EBULA,SI
2003011N02180,YANYAN,EP
2003011S09182,AMI,SP
2003021S10163,BENI,SP
2003021S11081,FARI,SI
2003025S16173,CILLA,SP
2003034S12117,FIONA,SI
2003035S10099,ISHA,SI
2003036S10197,DOVI,SP
2003037S12061,GERRY,SI
2003039S15066,HAPE,SI
2003056S17119,GRAHAM,SI
2003056S21042,JAPHET,SI
2003060S13103,HARRIET,SI
2003061S21148,ERICA,SP
2003062S10080,KALUNDE,SI
2003066S16176,UNNAMED,SP
2003067S13130,CRAIG,SI
2003068S14172,ESETA,SP
2003088S07131,INIGO,SI
2003098N03159,KUJIRA,WP
2003098S23041,LUMA,SI
2003103S14180,FILI,SP
2003108N29294,ANA,
2003122S11065,MANOU,SI
2003129N05091,UNNAMED,NI
2003137N07131,UNNAMED,WP
2003138N04148,CHAN-HOM,WP
2003140N10258,ANDRES,EP
2003144N16119,LINFA,WP
2003150N17119,NANGKA,WP
2003155S10172,GINA,SP
2003156S07155,EPI,SP
2003158N08156,SOUDELOR,WP
2003162N10319,UNNAMED,
2003168N16257,BLANCA,EP
2003177N14263,CARLOS,EP
2003179N20271,BILL,
2003187N14244,DOLORES,EP
2003188N11307,CLAUDETTE,
2003192N14254,ENRIQUE,EP
2003196N05150,IMBUDO,WP
2003196N11137,KONI,WP
2003198N31306,DANNY,
2003199N14255,FELICIA,EP
2003201N12317,UNNAMED,
2003206N21089,UNNAMED,NI
2003207N29280,UNNAMED,
2003212N09150,ETAU,WP
2003212N12130,MORAKOT,WP
2003219N16244,GUILLERMO,EP
2003221N14249,HILDA,EP
2003223N13224,UNNAMED,EP
2003226N07156,KROVANH,WP
2003227N26277,ERIKA,
2003230N18125,VAMCO,WP
2003231N20118,UNNAMED,WP
2003234N15295,UNNAMED,
2003235N20253,IGNACIO,EP
2003240N14230,JIMENA,EP
2003240N15329,FABIAN,
2003240N20139,DUJUAN,WP
2003240N21089,UNNAMED,NI
2003243N24268,GRACE,
2003247N10153,MAEMI,WP
2003247N19249,KEVIN,EP
2003247N27272,HENRI,
2003249N14329,ISABEL,
2003251N12338,UNNAMED,
2003257N15252,LINDA,EP
2003259N13133,CHOI-WAN,WP
2003262N17254,MARTY,EP
2003267N15140,KOPPU,WP
2003268N28298,JUAN,
2003269N12322,KATE,
2003271N18275,LARRY,
2003272S05066,ABAIMBA,SI
2003275N16252,NORA,EP
2003276N12262,OLAF,EP
2003279N17084,UNNAMED,NI
2003279N18118,UNNAMED,WP
2003283N26131,UNNAMED,WP
2003284N19291,MINDY,
2003286N09323,NICHOLAS,
2003290N15132,KETSANA,WP
2003291N17147,PARMA,WP
2003294N10260,PATRICIA,EP
2003294N11112,UNNAMED,WP
2003295N09101,UNNAMED,WP
2003302N11133,MELOR,WP
2003313S05079,BENI,SI
2003315N09067,UNNAMED,NI
2003316N11141,NEPARTAK,WP
2003319N13172,LUPIT,WP
2003338S09065,CELA,SI
2003339N13284,ODETTE,
2003340S07093,JANA,SI
2003342N28326,PETER,
2003345N05092,UNNAMED,NI
2003350S10140,DEBBIE,SP
2003357N11142,UNNAMED,WP
2003358S06067,DARIUS,SI
2003359S15177,HETA,SP
2004001S16124,KEN,SI
2004025S16044,ELITA,SI
2004026S12063,FRANK,SI
2004028S06090,LINDA,SI
2004041S14147,FRITZ,SP
2004042N08148,UNNAMED,WP
