SID,NAME,BASIN
2013046S20042,HARUNA,SI
2013049N05131,SHANSHAN,WP
2013051S12102,UNNAMED,SI
2013052S13126,RUSTY,SI
2013064S18149,SANDRA,SP
2013072S12140,TIM,SP
2013093S08074,IMELDA,SI
2013097S06099,VICTORIA,SI
2013117S10155,ZANE,SP
2013128S05086,JAMALA,SI
2013130N04093,MAHASEN:VIYARU,NI
2013134N07265,ALVIN,EP
2013149N14264,BARBARA,EP
2013149N21090,UNNAMED,NI
2013157N25273,ANDREA,
2013158N13129,YAGI,WP
2013167N12128,LEEPI,WP
2013167N12279,BARRY,
2013171N15117,BEBINCA,WP
2013175N12256,COSME,EP
2013178N09133,RUMBIA,WP
2013180N11256,DALILA,EP
2013186N13262,ERICK,EP
2013187N20156,SOULIK,WP
2013189N09319,CHANTAL,
2013196N14128,CIMARON,WP
2013204N11340,DORIAN,
2013206N15238,FLOSSIE,EP
2013210N13122,JEBI,WP
2013211N11248,GIL,EP
2013211N21088,UNNAMED,NI
2013214N13243,HENRIETTE,EP
2013217N11118,MANGKHUT,WP
2013220N12137,UTOR,WP
2013221N11244,UNNAMED,EP
2013224N12220,UNALA,EP
2013227N08193,PEWA,EP
2013227N14337,ERIN,
2013228N23124,TRAMI,WP
2013229N26132,UNNAMED,WP
2013232N14252,IVO,EP
2013232N22088,UNNAMED,NI
2013237N11129,KONG-REY,WP
2013238N19266,FERNAND,
2013241N19254,JULIETTE,EP
2013241N29169,YUTU,WP
2013242N15245,KIKO,EP
2013243N26122,TORAJI,WP
2013248N16294,GABRIELLE,
2013248N17255,LORENA,EP
2013250N22263,UNNAMED,
2013251N13342,HUMBERTO,
2013255N19268,INGRID,
2013255N20148,MAN-YI,WP
2013257N15259,MANUEL,EP
2013259N17132,USAGI,WP
2013260N15112,UNNAMED,WP
2013262N14149,PABUK,WP
2013269N15118,WUTIP,WP
2013271N21310,JERRY,
2013272N10135,FITOW,WP
2013272N26152,SEPAT,WP
2013274N18152,DANAS,WP
2013276N21273,KAREN,
2013280N13242,NARDA,EP
2013281N12098,PHAILIN,NI
2013282N14132,NARI,WP
2013282N14149,WIPHA,WP
2013286N15251,OCTAVE,EP
2013287N13243,PRISCILLA,EP
2013289N14149,FRANCISCO,WP
2013290N14153,UNNAMED,WP
2013292N09162,LEKIMA,WP
2013293N13260,RAYMOND,EP
2013294N28304,LORENZO,
2013296S07079,UNNAMED,SI
2013301N13142,KROSA,WP
2013305N07141,UNNAMED,WP
2013305N16252,SONIA,EP
2013306N07162,HAIYAN,WP
2013310N06066,UNNAMED,NI
2013316N06130,PODUL,WP
2013321N24308,MELISSA,
2013322N13090,HELEN,NI
2013324N07103,LEHAR,WP
2013324S11113,ALESSIA,SI
2013337N15139,UNNAMED,WP
2013338N34332,UNNAMED,
2013339N09084,MADI,NI
2013348S10082,AMARA,SI
2013350S08099,BRUCE,SI
2013360S12124,CHRISTINE,SI
2013362S09053,BEJISA,SI
2014003N08086,UNNAMED,NI
2014004S17183,IAN,SP
2014007S11104,COLIN,SI
2014015N10129,LINGLING,WP
2014015S16043,DELIWE,SI
2014017S14160,JUNE,SP
2014027S14155,DYLAN,SP
2014029N10143,KAJIKI,WP
2014030S14129,FLETCHER,SI
2014031S17149,EDNA,SP
2014032S13123,UNNAMED,SI
2014034S14058,EDILSON,SI
2014036S12073,FOBANE,SI
2014048S16039,GUITO,SI
2014056S18175,KOFI,SP
2014058N09149,FAXAI,WP
2014066S09138,GILLIAN,SP
2014066S15152,HADI,SP
2014068S16169,LUSI,SP
2014077S11196,MIKE,SP
2014080N08128,UNNAMED,WP
2014086S10041,HELLEN,SI
2014092S11159,ITA,SP
2014093N02148,PEIPAH,WP
2014093S11085,IVANOE,SI
2014106S10099,JACK,SI
2014117N10145,TAPAH,WP
2014141N16091,UNNAMED,NI
2014142N10254,AMANDA,EP
2014153N12267,BORIS,EP
2014159N12068,NANAUK,NI
2014160N15259,CRISTINA,EP
2014160N21120,MITAG,WP
2014164N19116,HAGIBIS,WP
2014180N14255,DOUGLAS,EP
2014180N32282,ARTHUR,
2014181N17257,ELIDA,EP
2014184N08147,NEOGURI,WP
2014187N11247,FAUSTO,EP
2014190N08154,RAMMASUN,WP
2014195N11232,WALI,EP
2014197N10137,MATMO,WP
2014201N09331,UNNAMED,
2014202N22087,UNNAMED,NI
2014204N10239,GENEVIEVE,EP
2014207N12255,HERNAN,EP
2014209N12152,HALONG,WP
2014209N16134,NAKRI,WP
2014210N10323,BERTHA,
2014212N11242,ISELLE,EP
2014214N13249,JULIO,EP
2014216N21089,UNNAMED,NI
2014225N15255,KARINA,EP
2014229N16246,LOWELL,EP
2014231N21117,UNNAMED,WP
2014234N12261,MARIE,EP
2014236N22288,CRISTOBAL,
2014245N19268,DOLLY,
2014246N17254,NORBERT,EP
2014248N19129,FENGSHEN,WP
2014249N14118,UNNAMED,WP
2014253N13244,UNNAMED,EP
2014253N13260,ODILE,EP
2014254N10142,KALMAEGI,WP
2014254N14327,EDOUARD,
2014259N11262,POLO,EP
2014260N13135,FUNG-WONG,WP
2014267N15257,RACHEL,EP
2014267N18150,KAMMURI,WP
2014271N10160,PHANFONE,WP
2014274N15260,SIMON,EP
2014275N06166,VONGFONG,WP
2014279N11096,HUDHUD,NI
2014283N22299,FAY,
2014284N10231,ANA,EP
2014285N16305,GONZALO,
2014290N14261,TRUDY,EP
2014294N20265,HANNA,
2014297N11062,NILOFAR,NI
2014303N11261,VANCE,EP
2014303N13141,NURI,WP
2014309N13088,UNNAMED,NI
2014319S06066,ADJALI,SI
2014327S08077,UNNAMED,SI
2014329N08131,SINLAKU,WP
2014334N02156,HAGUPIT,WP
2014344S09102,BAKUNG,SI
2014356S08101,KATE,SI
2014362N07130,JANGMI,WP
2015009S19054,BANSI,SI
2015012N09146,MEKKHALA,WP
2015013S18038,CHEDZA,SI
2015020S12208,NIKO,SP
2015024S11090,DIAMONDRA,SI
2015024S15078,EUNICE,SI
2015030S16161,OLA,SP
2015036S20038,FUNDI,SI
2015038N08158,HIGOS,WP
2015047S12142,LAM,SP
2015047S15152,MARCIA,SP
2015050S11094,GLENDA,SI
2015063S14042,UNNAMED,SI
2015064S14052,HALIBA,SI
2015066S08170,PAM,SP
2015068S12151,NATHAN,SP
2015068S14113,OLWYN,SI
2015069N04173,BAVI,WP
2015079S15182,REUBEN,SP
2015085N06162,MAYSAK,WP
2015092N06161,HAISHEN,WP
2015092S18074,JOALANE,SI
2015094S10087,IKOLA,SI
2015099S13163,SOLO,SP
2015117S12115,QUANG,SI
2015122N07144,NOUL,WP
2015126N27281,ANA,
2015127N04158,DOLPHIN,WP
2015148N11250,ANDRES,EP
2015152N12258,BLANCA,EP
2015157N13069,ASHOBAA,NI
2015162N12262,CARLOS,EP
2015167N27266,BILL,
2015171N15112,KUJIRA,WP
2015171N18086,UNNAMED,NI
2015173N20067,UNNAMED,NI
2015180N09160,CHAN-HOM,WP
2015180S04163,RAQUEL,SP
2015183N13130,LINFA,WP
2015184N08172,NANGKA,WP
2015188N08194,HALOLA,EP
2015189N13223,ELA,EP
2015190N12210,IUNE,EP
2015191N23085,UNNAMED,NI
2015192N11263,DOLORES,EP
2015193N35285,CLAUDETTE,
2015194N13235,ENRIQUE,EP
2015203N16126,UNNAMED,WP
2015204N16247,FELICIA,EP
2015207N22091,KOMEN,NI
2015209N07248,GUILLERMO,EP
2015209N15236,UNNAMED,EP
2015209N26072,UNNAMED,NI
2015211N13162,SOUDELOR,WP
2015213N29146,UNNAMED,WP
2015213S08169,UNNAMED,SP
2015216N23081,UNNAMED,NI
2015218N12231,HILDA,EP
2015218N18149,MOLAVE,WP
2015226N12151,GONI,WP
2015226N15164,ATSANI,WP
2015228N17247,UNNAMED,EP
2015229N08212,KILO,EP
2015229N10331,DANNY,
2015231N13183,LOKE,EP
2015236N12231,IGNACIO,EP
2015237N14315,ERIKA,
2015238N10255,JIMENA,EP
2015242N12343,FRED,
2015244N12248,KEVIN,EP
2015248N10256,LINDA,EP
2015248N12337,GRACE,
2015249N18142,ETAU,WP
2015251N31298,HENRI,
2015256N16113,VAMCO,WP
2015257N14152,KROVANH,WP
2015258N12320,UNNAMED,
2015259N09336,IDA,
2015259N20084,UNNAMED,NI
2015260N12187,MALIA,EP
2015263N14148,DUJUAN,WP
2015264N24246,UNNAMED,EP
2015266N11214,NIALA,EP
2015270N13257,MARTY,EP
2015270N27291,JOAQUIN,
2015273N12130,MUJIGAE,WP
2015274N13201,OHO,EP
2015274N17167,CHOI-WAN,WP
2015275N13187,UNNAMED,EP
2015280N13071,UNNAMED,NI
2015282N11230,NORA,EP
2015285N14151,KOPPU,WP
2015286N12163,CHAMPI,WP
2015286S10175,UNNAMED,SP
2015288N10243,OLAF,EP
2015293N13266,PATRICIA,EP
2015293N16164,UNNAMED,WP
2015301N11065,CHAPALA,NI
2015309N14067,MEGH,NI
2015312N11084,UNNAMED,NI
2015313N22289,KATE,
2015321N04164,IN-FA,WP
2015322N13253,RICK,EP
2015323S05080,ANNABELLE,SI
2015328N11260,SANDRA,EP
2015330S10178,TUNI,SP
2015342S09079,BOHALE,SI
2015344N07145,MELOR,WP
2015348N04146,UNNAMED,WP
2015355S16136,UNNAMED,SP
2015362N01179,UNNAMED,WP
2015364S09190,ULA,SP
2016006N02188,PALI,EP
2016007N27285,ALEX,
2016014S13195,VICTOR,SP
2016020S14078,CORENTIN,SI
2016027S13119,STAN,SI
2016039S14061,DAYA,SI
2016040S16155,TATIANA,SP
2016041S14170,WINSTON,SP
2016042S10094,URIAH,SI
2016055S15202,YALO,SP
2016074S16137,UNNAMED,SP
2016075S11087,EMERAUDE,SI
2016087S13073,UNNAMED,SI
2016095S13162,ZENA,SP
2016102S12074,FANTALA,SI
2016108S17181,AMOS,SP
2016138N10081,ROANU,NI
2016147N18115,UNNAMED,WP
2016148N27288,BONNIE,
2016158N13261,UNNAMED,EP
2016158N22272,COLIN,
2016171N19268,DANIELLE,
2016178N22068,UNNAMED,NI
2016183N13246,AGATHA,EP
2016185N08145,NEPARTAK,WP
2016185N11253,BLAS,EP
2016188N12254,CELIA,EP
2016194N15255,DARBY,EP
2016195S06076,ABELA,SI
2016197N14256,ESTELLE,EP
2016199N18131,UNNAMED,WP
2016203N10249,GEORGETTE,EP
2016203N13259,FRANK,EP
2016205N25152,LUPIT,WP
2016207N17116,MIRINAE,WP
2016211N11128,NIDA,WP
2016214N15240,HOWARD,EP
2016215N16283,EARL,
2016216N14243,IVETTE,EP
2016216N17149,OMAIS,WP
2016220N18258,JAVIER,EP
2016221N19163,CONSON,WP
2016222N22089,UNNAMED,NI
2016225N16138,CHANTHU,WP
2016228N22117,DIANMU,WP
2016230N12254,KAY,EP
2016230N12328,FIONA,
2016230N15138,MINDULLE,WP
2016230N21089,UNNAMED,NI
2016230N25160,LIONROCK,WP
2016232N22153,KOMPASU,WP
2016235N11341,GASTON,
2016236N13146,UNNAMED,WP
2016237N14253,LESTER,EP
2016240N13224,MADELINE,EP
2016240N31295,UNNAMED,
2016242N24279,HERMINE,
2016244N21123,NAMTHEUN,WP
2016248N15255,NEWTON,EP
2016250N25125,MALOU,WP
2016253N13144,MERANTI,WP
2016253N26152,UNNAMED,WP
2016255N12114,RAI,WP
2016255N12247,ORLENE,EP
2016256N12146,MALAKAS,WP
2016256N20312,IAN,
2016257N13341,KARL,
2016257N27280,JULIA,
2016262N16251,PAINE,EP
2016263N13333,LISA,
2016265N10150,MEGI,WP
2016269N15165,CHABA,WP
2016270N12223,ULIKA,EP
2016270N15240,ROSLYN,EP
2016273N13300,MATTHEW,
2016277S30044,BRANSBY,SI
2016278N16181,SONGDA,EP
2016278N23300,NICOLE,
2016279N19130,AERE,WP
2016287N12131,SARIKA,WP
2016288N06146,HAIMA,WP
2016295N13089,KYANT,NI
2016296N11262,SEYMOUR,EP
2016305N10147,MEARI,WP
2016308N13088,UNNAMED,NI
2016313N11163,MA-ON,WP
2016315N11171,UNNAMED,WP
2016318N18253,TINA,EP
2016323N13279,OTTO,
2016328N09130,TOKAGE,WP
2016335N07088,NADA,NI
2016341N08092,VARDAH,NI
2016347N10110,UNNAMED,WP
2016353S11130,UNNAMED,SI
2016354S15116,YVETTE,SI
2016355N07146,NOCK-TEN,WP
2017008N08128,UNNAMED,WP
2017025S16128,UNNAMED,SI
2017033S14056,CARLOS,SI
2017043S19040,DINEO,SI
2017046S17137,ALFRED,SP
2017051S18189,BART,SP
2017052S16178,UNNAMED,SP
2017060S09139,BLANCHE,SP
2017061S11063,ENAWO,SI
2017065S14079,FERNANDO,SI
2017079S13122,UNNAMED,SI
2017081S10096,CALEB,SI
2017082S14152,DEBBIE,SP
2017094S10115,ERNIE,SI
2017094S17191,UNNAMED,SP
2017097S08134,UNNAMED,SI
2017097S12171,COOK,SP
2017104N08085,MAARUTHA,NI
2017104N11130,UNNAMED,WP
2017106N36310,ARLENE,
2017111S09146,FRANCES,SP
2017113N09144,MUIFA,WP
2017119S08103,GREG,SI
2017122S13170,DONNA,SP
2017127S18184,ELLA,SP
2017130N09269,ADRIAN,EP
2017147N14087,MORA,NI
2017152N14262,BEATRIZ,EP
2017161N13119,MERBOK,WP
2017163N14265,CALVIN,EP
2017163N20090,UNNAMED,NI
2017170N08310,BRET,
2017171N24271,CINDY,
2017175N13264,DORA,EP
2017182N15132,NANMADOL,WP
2017187N12324,UNNAMED,
2017189N11250,EUGENE,EP
2017193N12252,FERNANDA,EP
2017195N16114,TALAS,WP
2017198N10312,DON,
2017198N13245,UNNAMED,EP
2017199N14255,GREG,EP
2017199N19086,UNNAMED,NI
2017200N26162,NORU,WP
2017201N23178,KULAP,WP
2017202N08274,HILARY,EP
2017202N16116,SONCA,WP
2017202N19124,ROKE,WP
2017203N14248,IRWIN,EP
2017206N13129,NESAT,WP
2017207N24085,UNNAMED,NI
2017209N19118,HAITANG,WP
2017212N27158,NALGAE,WP
2017212N28275,EMILY,
2017216N16254,UNNAMED,EP
2017219N16279,FRANKLIN,
2017223N16172,BANYAN,WP
2017224N19253,JOVA,EP
2017224N22293,GERT,
2017228N14314,HARVEY,
2017230N13249,KENNETH,EP
2017232N19130,HATO,WP
2017236N15129,PAKHAR,WP
2017239N18147,SANVU,WP
2017240N31279,UNNAMED,
2017242N16333,IRMA,
2017242N17253,LIDIA,EP
2017242N19122,MAWAR,WP
2017247N09327,JOSE,
2017247N16132,GUCHOL,WP
2017249N22263,KATIA,
2017252N14147,TALIM,WP
2017253N14130,DOKSURI,WP
2017254N16251,OTIS,EP
2017257N16251,NORMA,EP
2017257N16258,MAX,EP
2017258N10337,LEE,
2017260N12310,MARIA,
2017265N17257,PILAR,EP
2017267N18116,UNNAMED,WP
2017277N11279,NATE,
2017277N14265,RAMON,EP
2017280N32321,OPHELIA,
2017282N17113,UNNAMED,WP
2017282N22088,UNNAMED,NI
2017284N15134,KHANUN,WP
2017288N09138,LAN,WP
2017291N09116,UNNAMED,WP
2017292N13151,SAOLA,WP
2017292N17087,UNNAMED,NI
2017300N10271,SELMA,EP
2017301N18276,PHILIPPE,
2017304N11127,DAMREY,WP
2017305N08108,UNNAMED,WP
2017307N07102,UNNAMED,WP
2017309N26308,RINA,
2017312N10134,HAIKUI,WP
2017319N15083,UNNAMED,NI
2017321N07124,KIROGI,WP
2017329S10110,CEMPAKA,SI
2017332S08098,DAHLIA,SI
2017333N06082,OCKHI,NI
2017340N09089,UNNAMED,NI
2017347N11131,KAI-TAK,WP
2017354N08134,TEMBIN,WP
2017360S15124,HILDA,SI
2017364N07138,BOLAVEN,WP
2017364S12065,AVA,SI
2018004S09096,IRVING,SI
2018007S13130,JOYCE,SI
2018010S10069,BERGUITTA,SI
2018025S09080,CEBILE,SI
2018027S11156,FEHI,SP
2018038S15172,GITA,SP
2018039N08151,SANBA,WP
2018044S10133,KELVIN,SI
2018060S13057,DUMAZILE,SI
2018064S16172,HOLA,SP
2018070S10160,LINDA,SP
2018072N05076,UNNAMED,NI
2018073S09129,MARCUS,SI
2018073S12057,ELIAKIM,SI
2018079S08137,NORA,SP
2018082N04147,JELAWAT,WP
2018082S12164,IRIS,SP
2018089S18172,JOSIE,SP
2018096S15172,KENI,SP
2018111S07055,FAKIR,SI
2018117S07098,FLAMBOYAN,SI
2018129N15153,UNNAMED,WP
2018131N12235,UNNAMED,EP
2018136N11054,MEKUNU:SAGAR,NI
2018146N19273,ALBERTO,
2018148N17090,UNNAMED,NI
2018153N12113,EWINIAR,WP
2018155N10132,MALIKSI,WP
2018157N14255,ALETTA,EP
2018161N12260,BUD,EP
2018161N22092,UNNAMED,NI
2018164N21120,UNNAMED,WP
2018165N22117,GAEMI,WP
2018166N15260,CARLOTTA,EP
2018174N12244,DANIEL,EP
2018178N12253,EMILIA,EP
2018179N19134,PRAPIROON,WP
2018182N11256,FABIO,EP
2018184N10147,MARIA,WP
2018186N10325,BERYL,
2018186N31292,CHRIS,
2018195N19138,SON-TINH,WP
2018199N18128,AMPIL,WP
2018202N18116,UNNAMED,WP
2018202N21088,UNNAMED,NI
2018202N21159,WUKONG,WP
2018204N15137,JONGDARI,WP
2018208N11225,UNNAMED,EP
2018208N13238,GILMA,EP
2018211N27152,UNNAMED,WP
2018213N12245,HECTOR,EP
2018214N19153,SHANSHAN,WP
2018215N41326,DEBBY,
2018217N12266,ILEANA,EP
2018218N14255,JOHN,EP
2018218N18134,YAGI,WP
2018219N15237,KRISTY,EP
2018219N21088,UNNAMED,NI
2018221N17112,BEBINCA,WP
2018222N16147,LEEPI,WP
2018226N11245,LANE,EP
2018226N23128,RUMBIA,WP
2018227N11145,SOULIK,WP
2018227N20086,UNNAMED,NI
2018227N37315,ERNESTO,
2018229N11160,CIMARON,WP
2018234N22119,UNNAMED,WP
2018238N13239,MIRIAM,EP
2018239N11161,JEBI,WP
2018240N15251,NORMAN,EP
2018242N13343,FLORENCE,
2018244N14252,OLIVIA,EP
2018246N22283,GORDON,
2018249N22088,UNNAMED,NI
2018250N12170,MANGKHUT,WP
2018251N13325,ISAAC,
2018251N13343,HELENE,
2018251N15248,PAUL,EP
2018251N20122,BARIJAT,WP
2018255N37320,JOYCE,
2018256S07076,UNNAMED,SI
2018263N12146,TRAMI,WP
2018263N17089,DAYE,NI
2018263N26249,UNNAMED,EP
2018265N08338,KIRK,
2018265N13308,UNNAMED,
2018265N35315,LESLIE,
2018268N14253,ROSA,EP
2018268N24155,UNNAMED,WP
2018269N11220,WALAKA,EP
2018269S09157,LIUA,SP
2018271N06154,KONG-REY,WP
2018273N12259,SERGIO,EP
2018279N11069,LUBAN,NI
2018280N18273,MICHAEL,
2018281N14088,TITLI,NI
2018282N09333,NADINE,
2018288N17257,TARA,EP
2018292N13269,VICENTE,EP
2018292N14261,WILLA,EP
2018294N08161,YUTU,WP
2018300N25315,OSCAR,
2018306N14249,XAVIER,EP
2018309S06068,ALCIDE,SI
2018311N07179,USAGI,WP
2018313S05090,BOUCHRA,SI
2018314N12093,GAJA,NI
2018321N10113,TORAJI,WP
2018324N04156,MAN-YI,WP
2018334S09156,OWEN,SP
2018347N07089,PHETHAI,NI
2018348S08093,KENANGA,SI
2018351S09059,CILIDA,SI
2018358N07140,UNNAMED,WP
2018363S12145,PENNY,SP
2018365N08115,PABUK,WP
2019001S10162,MONA,SP
2019004N03175,UNNAMED,WP
2019018S24033,DESMOND,SI
2019019S13106,UNNAMED,SI
2019021S09128,RILEY,SI
2019023S21041,EKETSANG,SI
2019035S11058,GELENA,SI
2019035S13070,FUNANI,SI
2019040S17183,NEIL,SP
2019042S17162,OMA,SP
2019050N05163,WUTIP,WP
2019057S13184,POLA,SP
2019060S10078,HALEH,SI
2019063S18038,IDAI,SI
2019067S11115,SAVANNAH,SI
2019071N04161,UNNAMED,WP
2019074S08151,TREVOR,SP
2019077S13123,VERONICA,SI
2019078S13066,JOANINHA,SI
2019093S07133,WALLACE,SI
2019112S04079,LORNA,SI
2019112S10053,KENNETH,SI
2019116N02090,FANI,NI
2019126S05129,LILI,SI
2019129S10160,ANN,SP
2019141N28291,ANDREA,
2019160N11073,VAYU,NI
2019176N18128,SEPAT,WP
2019177N15256,ALVIN,EP
2019178N10137,UNNAMED,WP
2019181N10252,BARBARA,EP
2019182N18114,MUN,WP
2019188N16245,COSME,EP
2019192N29274,BARRY,
2019193N14255,UNNAMED,EP
2019195N13136,DANAS,WP
2019203N15244,DALILA,EP
2019204N25283,UNNAMED,
2019205N23137,NARI,WP
2019209N11237,ERICK,EP
2019210N11253,FLOSSIE,EP
2019210N16117,WIPHA,WP
2019213N17155,FRANCISCO,WP
2019214N15134,LEKIMA,WP
2019215N13242,GIL,EP
2019216N16147,KROSA,WP
2019218N21088,UNNAMED,NI
2019224N18252,HENRIETTE,EP
2019231N13135,BAILU,WP
2019233N15255,IVO,EP
2019233N40300,CHANTAL,
2019236N08143,PODUL,WP
2019236N10314,DORIAN,
2019239N32287,ERIN,
2019242N14180,FAXAI,EP
2019242N18126,KAJIKI,WP
2019243N06136,LINGLING,WP
2019244N13253,JULIETTE,EP
2019246N15225,AKONI,EP
2019246N16330,GABRIELLE,
2019246N24266,FERNAND,
2019250N24123,UNNAMED,WP
2019255N09162,PEIPAH,WP
2019255N15251,KIKO,EP
2019256N23286,HUMBERTO,
2019260N10253,MARIO,EP
2019260N12262,LORENA,EP
2019260N13317,JERRY,
2019260N20129,TAPAH,WP
2019261N28264,IMELDA,
2019264N19071,HIKAA:HIKKA,NI
2019265N12301,KAREN,
2019266N11341,LORENZO,
2019268N10155,MITAG,WP
2019272N14261,NARDA,EP
2019273N23070,UNNAMED,NI
2019278N16165,HAGIBIS,WP
2019282N35286,MELISSA,
2019285N15198,EMA,EP
2019288N13341,UNNAMED,
2019288N16136,NEOGURI,WP
2019289N14267,UNNAMED,EP
2019290N08169,BUALOI,WP
2019290N11234,OCTAVE,EP
2019291N22264,NESTOR,
2019293N17257,PRISCILLA,EP
2019296N15066,KYAAR:KYARR,NI
2019297N40322,PABLO,
2019299N25265,OLGA,
2019300N41309,REBEKAH,
2019301N05081,MAHA,NI
2019302N11118,BULBUL:MATMO,WP
2019306N10162,HALONG,WP
2019308N13114,NAKRI,WP
2019314N12172,FENGSHEN,WP
2019314N14136,KALMAEGI,WP
2019317N11248,RAYMOND,EP
2019320N09264,UNNAMED,EP
2019322N11144,FUNG-WONG,WP
2019323N19302,SEBASTIEN,
2019326S08163,RITA,SP
2019329N09160,KAMMURI,WP
2019335N05058,PAWAN,NI
2019336S06055,BELNA,SI
2019337N11072,UNNAMED,NI
2019337S04065,AMBALI,SI
2019342N09062,UNNAMED,NI
2019352S14070,CALVINIA,SI
2019354N05151,PHANFONE,WP
2019359S08175,SARAI,SP
2020005S08133,CLAUDIA,SI
2020005S13121,BLAKE,SI
2020015S12170,TINO,SP
2020019S11063,UNNAMED,SI
2020022S17043,DIANE,SI
2020023S19056,ESAMI,SI
2020024S14190,UNNAMED,SP
2020034S13063,FRANCISCO,SI
2020034S17129,DAMIEN,SI
2020037S13163,UESI,SP
2020045S15075,GABEKILE,SI
2020051S13186,VICKY,SP
2020052S11181,WASI,SP
2020052S13140,ESTHER,SP
2020053S12119,FERDINAND,SI
2020069S11113,UNNAMED,SI
2020072S14054,HEROLD,SI
2020073S14149,GRETEL,SP
2020091S10145,UNNAMED,SP
2020092S09155,HAROLD,SP
2020092S12069,IRONDRO,SI
2020104S12091,JERUTO,SI
2020116N14245,UNNAMED,EP
2020129N07134,VONGFONG,WP
2020136N10088,AMPHAN,NI
2020138N28281,ARTHUR,
2020139S04095,MANGGA,SI
2020148N32281,BERTHA,
2020150N17054,UNNAMED,NI
2020152N12269,AMANDA,EP
2020153N13072,NISARGA,NI
2020154N19269,CRISTOBAL,
2020160N10133,NURI,WP
2020174N39293,DOLLY,
2020176N10228,BORIS,EP
2020182N20248,UNNAMED,EP
2020186N30289,EDOUARD,
2020188N28271,FAY,
2020189N10261,CRISTINA,EP
2020195N17125,UNNAMED,WP
2020196N17250,UNNAMED,EP
2020202N15234,UNNAMED,EP
2020202N15241,DOUGLAS,EP
2020203N09323,GONZALO,
2020205N26272,HANNA,
2020211N13306,ISAIAS,
2020211N14124,SINLAKU,WP
2020212N13340,UNNAMED,
2020213N15131,HAGUPIT,WP
2020220N14128,JANGMI,WP
2020221N13262,ELIDA,EP
2020222N15117,MEKKHALA,WP
2020222N26149,UNNAMED,WP
2020224N11326,JOSEPHINE,
2020226N13233,UNNAMED,EP
2020228N37286,KYLE,
2020229N18123,HIGOS,WP
2020229N18242,FAUSTO,EP
2020230N11264,GENEVIEVE,EP
2020233N14313,LAURA,
2020234N14280,MARCO,
2020234N19123,BAVI,WP
2020238N16252,HERNAN,EP
2020239N13134,MAYSAK,WP
2020239N15243,ISELLE,EP
2020244N25146,HAISHEN,WP
2020244N30279,OMAR,
2020245N16285,NANA,
2020249N14265,JULIO,EP
2020251N15342,RENE,
2020251N17319,PAULETTE,
2020254N26143,UNNAMED,WP
2020256N11329,TEDDY,
2020256N25281,SALLY,
2020257N16248,KARINA,EP
2020258N11127,NOUL,WP
2020258N18332,VICKY,
2020259N47338,ALPHA,
2020261N10335,WILFRED,
2020261N21265,BETA,
2020263N21136,DOLPHIN,WP
2020265N16252,LOWELL,EP
2020270N17159,KUJIRA,WP
2020272N12257,MARIE,EP
2020276N17277,GAMMA,
2020277N21141,CHAN-HOM,WP
2020279N11256,NORBERT,EP
2020279N16284,DELTA,
2020281N14126,LINFA,WP
2020285N15087,UNNAMED,NI
2020285N17120,NANGKA,WP
2020288N13124,UNNAMED,WP
2020291N06141,SAUDEL,WP
2020291N18069,UNNAMED,NI
2020291N32305,EPSILON,
2020293N23139,UNNAMED,WP
2020296N09137,MOLAVE,WP
2020296N19087,UNNAMED,NI
2020299N11144,GONI,WP
2020299N18277,ZETA,
2020303N05149,ATSANI,WP
2020306N15288,ETA,
2020309N14245,ODALYS,EP
2020312N10131,ETAU,WP
2020313N08135,VAMCO,WP
2020314N28313,THETA,
2020317S04092,ALICIA,SI
2020318N16289,IOTA,
2020323N15248,POLO,EP
2020326N11063,GATI,NI
2020327N08086,NIVAR,NI
2020332S11091,BONGOYO,SI
2020335N06090,BUREVI,NI
2020339S09106,UNNAMED,SI
2020345S13183,UNNAMED,SP
2020346S13168,YASA,SP
2020347S14190,ZAZU,SP
2020352S26195,ZAZU,SP
2020353N06129,KROVANH,WP
2020355S11065,CHALANE,SI
2020366S12073,DANILO,SI
2021001S14136,IMOGEN,SP
2021005S10101,UNNAMED,SI
2021012S12086,ELOISE,SI
2021013S12099,JOSHUA,SI
2021015S14147,KIMI,SP
2021018S11133,UNNAMED,SI
2021020S13107,UNNAMED,SI
2021025S14138,LUCAS,SP
2021028S15128,UNNAMED,SI
2021029S14162,BINA,SP
2021029S16171,ANA,SP
2021035S11080,FARAJI,SI
2021038S14178,UNNAMED,SP
2021042S23040,GUAMBE,SI
2021046N06142,DUJUAN,WP
2021053S13128,MARIAN,SI
2021058S14149,NIRAN,SP
2021062S14064,HABANA,SI
2021062S18040,IMAN,SI
2021079S12097,UNNAMED,SI
2021092N11096,UNNAMED,NI
2021093S10103,ODETTE,SI
2021093S11122,SEROJA,SI
2021097S10090,UNNAMED,SI
2021099S15159,UNNAMED,SP
2021102N06144,SURIGAE,WP
2021108S11067,JOBO,SI
2021129N13254,ANDRES,EP
2021132N06132,UNNAMED,WP
2021133N10071,TAUKTAE,NI
2021140N30305,ANA,
2021143N15090,YAAS,NI
2021148N05142,CHOI-WAN,WP
2021151N11257,BLANCA,EP
2021161N18115,KOGUMA,WP
2021163N11240,CARLOS,EP
2021165N32282,BILL,
2021169N14260,DOLORES,EP
2021169N23268,CLAUDETTE,
2021171N09152,CHAMPI,WP
2021176N15259,ENRIQUE,EP
